index, job_title, salary_estimate, job_description, rating, company_name, location, size, founded, type_of_ownership, industry, sector, revenue, skills, company_age
NA,Senior Data Security Analyst (Remote eligible),$82K - $124K (Glassdoor est.),NA,3.5,Mathematica Policy Research,"Washington, DC",1001 to 5000 Employees,1986,Company - Private,Research & Development,Management & Consulting,$100 to $500 million (USD),"We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin,……
Skills: Microsoft Word, Computer science, Microsoft Excel, FedRAMP, Medicare",NA
NA,Signals Analyst 3,$75K - $117K (Glassdoor est.),NA,3.6,RealmOne,"Aurora, CO",51 to 200 Employees,--,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),"Degree must be in Engineering, Mathematics, Computer Science, a Physical Science, or a related technical field.…
Skills: Signal processing, Military, Analysis skills, Signals intelligence",NA
NA,Sr. Lead Demand Planner,$69K - $102K (Glassdoor est.),NA,3.4,Rivian,"Irvine, CA",5001 to 10000 Employees,2009,Company - Public,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,"This data includes contact, demographic, communications, educational, professional, employment, social media/website, network/device, recruiting system usage……
Skills: Pricing, Microsoft Excel, Tableau, Information security, Presentation skills",NA
NA,Large Language Model (LLM) Engineering Lead - Vice President,$129K - $194K (Glassdoor est.),NA,3.9,JPMorgan Chase & Co,United States,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),"Executing creative software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to……
Skills: Performance tuning, Azure, Kubernetes, Big data, DevOps",NA
NA,"Sr Applied Scientist, Self Service and Automation",$99K - $143K (Employer est.),NA,3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),"Design and implement state-of-the-art NLP and ML models for tasks such as language understanding, dialogue management, and response generation.…
Skills: TensorFlow, Management, Customer service, Spark, R",NA
NA,"Senior Staff Software Engineer, SysInfra #3752",$130K - $187K (Glassdoor est.),NA,4.4,GRAIL,"Menlo Park, CA",1001 to 5000 Employees,2016,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,"The company is using the power of next-generation sequencing, population-scale clinical studies, and state-of-the-art computer science and data science to……
Skills: Go, System design, AWS, Analysis skills, Machine learning",NA
NA,Director of Promotions,$86K - $159K (Glassdoor est.),NA,3.7,Anheuser-Busch,"Saint Louis, MO",10000+ Employees,1852,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),"Partner with global development team and 3rd party providers as needed to develop and deploy pricing and promo related features within BEES.…
Skills: Jira, Pricing, Power BI, Data modeling, EDI",NA
NA,ServiceNOW Developer – Senior,$84K - $126K (Glassdoor est.),NA,4.0,RealmOne,"Herndon, VA",51 to 200 Employees,--,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),"Work with the training officer to develop supporting documentation to help others use the platform effectively. Background in data science / data modeling.…
Skills: Power BI, Data modeling, SQL, Splunk, Scripting",NA
NA,Associate Director - AI Machine Learning Engineer,$100K - $150K (Employer est.),NA,3.4,Lilly,"Indianapolis, IN",10000+ Employees,1876,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),"Master’s degree in computer science, engineering, mathematics, or a related field. Adaptive Learning: Stay abreast of the latest advancements in machine……
Skills: TensorFlow, CI/CD, Statistics, Data modeling, Management",NA
NA,Software Developer Analyst II or Senior (Automation & AI),$102K - $139K (Glassdoor est.),NA,4.1,Black Hills Energy,"Fayetteville, AR",1001 to 5000 Employees,1883,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),"Work with IT and other business team members in all phases of software implementation/software development lifecycles, including identifying and documenting……
Skills: Power BI, Data modeling, Oracle, Software troubleshooting, XML",NA
NA,Data Scientist,$108K - $158K (Employer est.),NA,4.3,"Imagine One Technology & Management, Ltd.","Lexington Park, MD",201 to 500 Employees,1998,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $100 million (USD),"The Data Scientist develops analytics methods and processes; identifies appropriate methods and tools to extract knowledge from data; leverages large volumes of……
Skills: Machine learning, ISO 27001, ISO 20000",NA
NA,Project Manager,$81K - $123K (Employer est.),NA,4.4,Capgemini,"Phoenix, AZ",10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"This position requires a bachelor's degree or equivalent work experience in Computer Science, Engineering, Project Management, Information Technology, Business……
Skills: Computer science, Big data, Alteryx, Tableau, AWS",NA
NA,"AIML - Senior Data Infrastructure Software Engineer, Machine Learning Platform and Technology",$108K - $143K (Employer est.),NA,4.0,Apple,"Cupertino, CA",10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),"5 years of experience in software engineering with deep knowledge in computer science fundamentals. The Data Infrastructure group within the AI/ML organization……
Skills: Computer science, Go, Cassandra, Kubernetes, Data structures",NA
NA,Manager of Sales Analytics & Reporting,$118K - $166K (Glassdoor est.),NA,3.6,Paycom Payroll Llc,"Oklahoma City, OK",1001 to 5000 Employees,1998,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),"Performs complex data research and analysis to support sales operations including data mining, statistical reporting and data analysis methodologies to identify……
Skills: Microsoft Word, CRM software, Financial planning, Microsoft Excel, Data mining",NA
NA,Principal Machine Learning Engineer,$68K - $120K (Glassdoor est.),NA,3.7,Mr. Cooper,"Dallas, TX",5001 to 10000 Employees,1994,Company - Public,Banking & Lending,Financial Services,$5 to $10 billion (USD),"Proficiency and expertise in one or more ML frameworks and tools like Tensorflow, Pytorch, Caffe, Theano and have hands-on project experience.…
Skills: TensorFlow, Management, Google Cloud Platform, SQL, IVR",NA
NA,Senior Prospect Management Analyst,$205K - $342K (Employer est.),NA,3.4,Alzheimer's Association,"Chicago, IL",1001 to 5000 Employees,1980,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO,$100 to $500 million (USD),"Minimum 5 years’ experience in prospect management or prospect development field. We warmly invite qualified applicants to consider this opportunity to make a……
Skills: Management, Writing skills, Research, Analysis skills, Fundraising",NA
NA,"Staff, Product Manager - Product Analytics - E2E",$99K - $149K (Employer est.),NA,3.8,Walmart,"Bentonville, AR",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),"Exposure defining technical requirements for API contracts, application interfaces and/or platform components and working closely with engineering.…
Skills: Web accessibility, Financial planning, Power BI, Data analysis skills, E-commerce",NA
NA,"Managing Director, Engineering & International Wealth Lead",$80K - $120K (Employer est.),NA,4.0,Scotiabank,United States,10000+ Employees,1832,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),"Build target state business capability maps and value streams in alignment with strategic objectives and develop specific architectural frameworks to……
Skills: Wealth management, Investment management, Laboratory experience, Process improvement, American Sign Language",NA
NA,L&I Prevailing Wage Industrial Statistician & Program Manager,$54K - $86K (Glassdoor est.),NA,4.6,State of Washington Dept. of Labor & Industries,"Tumwater, WA",10000+ Employees,1889,Government,State & Regional Agencies,Government & Public Administration,$10+ billion (USD),"For positions requiring travel, you must have a valid unrestricted driver's license and have insurance if driving a privately owned vehicle on state business.…
Skills: Management, Employment & labor law, Supervising experience, Communication skills",NA
NA,Machine Learning Engineer,$80K - $95K (Employer est.),NA,3.3,Zoho,"McAllen, TX",201 to 500 Employees,1996,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),"No phone calls or office visits. Zoho Corporation is an equal opportunity employer and is committed to providing a work environment free of discrimination on……
Skills: Image processing, Assembly, Machine learning, Deep learning, Robotics",NA
NA,Machine Learning Engineer II,$133K - $190K (Employer est.),NA,3.7,ICON,"Austin, TX",10000+ Employees,1990,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),"Bachelor's degree in computer science, computer engineering, mathematics, or equivalent technical degree and industry experience.…
Skills: Computer science, Machine learning, Deep learning, Data science, AI",NA
NA,Registered Nurse (RN) CICU OA,$61K - $88K (Employer est.),NA,3.9,Cincinnati Children's Hospital,"Cincinnati, OH",10000+ Employees,1883,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),"Foreign graduates must have license validated through CGFNS per Ohio Board of Nursing code for Foreign Graduates. A state-of-the-art health facility.…
Skills: Patient care, Data science, Training & development, Leadership, Communication skills",NA
NA,Data Analyst,$124K - $180K (Glassdoor est.),NA,3.9,PREMIER Bankcard,"Sioux Falls, SD",Unknown,--,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,"Preferred minimum requirements include a bachelor’s degree in data science/Analytics or a related field (i.e. Business), or 1-2 years of practical business……
Skills: Microsoft Word, Power BI, Microsoft Excel, Management, Data structures",NA
NA,Associate Data Science Engineer,$54K - $93K (Employer est.),NA,4.1,Amadeus,"Irving, TX",10000+ Employees,1987,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),"You’ll work closely with our team of data scientists, data engineers, and domain experts to design, develop, and implement data-driven solutions in the network……
Skills: Power BI, Management, Revenue management, Tableau, SQL",NA
NA,"Data Engineer 1, 2 or 3",$97K - $123K (Glassdoor est.),NA,3.1,Berkshire Hathaway Energy Company,"Des Moines, IA",1001 to 5000 Employees,--,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,"Masters in data science or related technical field preferred. Bachelor's degree in information systems, computer science or related technical field or……
Skills: Performance tuning, Computer science, Oracle, DB2, Microsoft SQL Server",NA
NA,Jr. Data Scientist,$104K - $186K (Glassdoor est.),NA,4.0,TekSynap,Remote,1001 to 5000 Employees,2008,Company - Private,National Agencies,Government & Public Administration,$100 to $500 million (USD),"Ability to write technical descriptions of data science tasks, tools, results, and challenges appropriate for a general audience. Stand up cloud and local LLMs.…
Skills: Microsoft Powerpoint, Microsoft Word, MATLAB, Microsoft Excel, SAS",NA
NA,Statistical Analyst,$105K - $173K (Employer est.),NA,4.2,Perr&Knight,Remote,51 to 200 Employees,1994,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,"Services include actuarial consulting, product development, insurance policy and forms consulting, regulatory compliance, state filings, licensing, technology……
Skills: Microsoft Excel, Microsoft Access, Microsoft SQL Server, Microsoft Office, Communication skills",NA
